date,slot_index,source_endpoint_label,natural_interval,template_interval_label,price_yuan_per_kwh,actual_load_kw,actual_pv_kw,actual_net_kwh,load_forecast_kw,pv_forecast_kw,baseline_net_kwh,plan_purchase_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,emergency_kwh,spill_kwh
2025-04-28,13,02:20:00,2:10-2:20,2:20-2:30,0.4324000000,3342.7918000000,0.0000000000,557.1319666667,3532.8388600000,0.0000000000,588.8064766667,604.9241400000,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,47.7921733333
2025-04-28,14,02:30:00,2:20-2:30,2:30-2:40,0.4367000000,3594.7200000000,0.0000000000,599.1200000000,3582.2060000000,0.0000000000,597.0343333333,611.5755000000,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,12.4555000000
2025-04-28,15,02:40:00,2:30-2:40,2:40-2:50,0.4348000000,3518.0331000000,0.0000000000,586.3388500000,3606.1696700000,0.0000000000,601.0282783333,619.3486000000,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,33.0097500000
2025-04-28,16,02:50:00,2:40-2:50,2:50-3:00,0.4335000000,3569.2252000000,0.0000000000,594.8708666667,3639.6189500000,0.0000000000,606.6031583333,622.1188983333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,27.2480316667
2025-04-28,17,03:00:00,2:50-3:00,3:00-3:10,0.4357000000,3748.6100000000,0.0000000000,624.7683333333,3665.4850000000,0.0000000000,610.9141666667,621.9701666667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,2.7981666667,0.0000000000
2025-04-28,18,03:10:00,3:00-3:10,3:10-3:20,0.4374000000,3573.9808000000,0.0000000000,595.6634666667,3631.4972300000,0.0000000000,605.2495383333,611.1649533333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,15.5014866667
2025-04-28,19,03:20:00,3:10-3:20,3:20-3:30,0.4371000000,3571.8179000000,0.0000000000,595.3029833333,3618.9692200000,0.0000000000,603.1615366667,610.8540983333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,15.5511150000
2025-04-28,20,03:30:00,3:20-3:30,3:30-3:40,0.4356000000,3749.2000000000,0.0000000000,624.8666666667,3654.6820000000,0.0000000000,609.1136666667,623.7301666667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,1.1365000000,0.0000000000
2025-04-28,21,03:40:00,3:30-3:40,3:40-3:50,0.4353000000,3578.7102000000,0.0000000000,596.4517000000,3672.4060700000,0.0013285714,612.0674569048,640.8411919048,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,44.3894919048
2025-04-28,22,03:50:00,3:40-3:50,3:50-4:00,0.4360000000,3490.2522000000,0.0000000000,581.7087000000,3597.6290000000,0.0000000000,599.6048333333,619.1063890476,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,37.3976890476
2025-04-28,23,04:00:00,3:50-4:00,4:00-4:10,0.4378000000,3623.2600000000,0.0000000000,603.8766666667,3559.1740000000,0.0000000000,593.1956666667,616.1763333333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,12.2996666667
2025-04-28,24,04:10:00,4:00-4:10,4:10-4:20,0.4401000000,3668.3573000000,0.0000000000,611.3928833333,3735.7146200000,0.0207142857,622.6156509524,636.5180757143,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,25.1251923810
2025-04-28,25,04:20:00,4:10-4:20,4:20-4:30,0.4389000000,3670.4431000000,0.0051000000,611.7396666667,3714.0150900000,0.0000000000,619.0025150000,638.8165333333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,27.0768666667
2025-04-28,26,04:30:00,4:20-4:30,4:30-4:40,0.4364000000,3678.8700000000,0.0000000000,613.1450000000,3531.5670000000,0.0000000000,588.5945000000,598.3716666667,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,14.7733333333,0.0000000000
2025-04-28,27,04:40:00,4:30-4:40,4:40-4:50,0.4393000000,3655.7999000000,0.0000000000,609.2999833333,3642.8514300000,0.2882285714,607.0938669048,612.9254519048,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,3.6254685714
2025-04-28,28,04:50:00,4:40-4:50,4:50-5:00,0.4422000000,3578.8716000000,0.0713000000,596.4667166667,3778.6880400000,0.0000000000,629.7813400000,635.6459907143,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,39.1792740476
2025-04-28,29,05:00:00,4:50-5:00,5:00-5:10,0.4395000000,3524.2200000000,0.0000000000,587.3700000000,3759.5870000000,0.0000000000,626.5978333333,646.3223333333,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,58.9523333333
2025-04-28,30,05:10:00,5:00-5:10,5:10-5:20,0.4333000000,3592.1290000000,0.0000000000,598.6881666667,3696.5743500000,4.0144857143,615.4266440476,642.6203378571,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,43.9321711905
2025-04-28,31,05:20:00,5:10-5:20,5:20-5:30,0.4439000000,3610.9428000000,3.4366000000,601.2510333333,3741.0280200000,0.0330714286,623.4991580952,636.3893697619,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,35.1383364286
2025-04-28,32,05:30:00,5:20-5:30,5:30-5:40,0.4301000000,3476.7500000000,65.9625000000,568.4645833333,3758.5330000000,21.4767857143,622.8427023810,632.8479285714,0.0000000000,0.0000000000,10050.0000000000,10050.0000000000,0.0000000000,64.3833452381
2025-04-28,33,05:40:00,5:30-5:40,5:40-5:50,0.3713000000,3369.7218000000,253.1289000000,519.4321500000,3583.4837900000,201.2044857143,563.7132173810,1407.3713297619,833.3333333333,0.0000000000,10050.0000000000,10800.0000000000,0.0000000000,54.6058464286
2025-04-28,34,05:50:00,5:40-5:50,5:50-6:00,0.5708000000,4001.6903000000,484.9771000000,586.1188666667,4038.6429700000,457.6718142857,596.8285259524,0.0000000000,0.0000000000,606.9731414286,10800.0000000000,10125.5853984127,0.0000000000,20.8542747619
2025-04-28,35,06:00:00,5:50-6:00,6:00-6:10,0.9099000000,4904.6300000000,717.6000000000,697.8383333333,4872.8330000000,718.5000000000,692.3888333333,0.0000000000,0.0000000000,706.2398095238,10125.5853984127,9340.8744989418,0.0000000000,8.4014761905
2025-04-28,36,06:10:00,6:00-6:10,6:10-6:20,0.9368000000,4832.0656000000,983.1009000000,641.4941166667,4945.3235800000,971.7845285714,662.2565085714,0.0000000000,0.0000000000,668.6651602381,9340.8744989418,8597.9132097884,0.0000000000,27.1710435714
2025-04-28,37,06:20:00,6:10-6:20,6:20-6:30,0.8758000000,4625.9286000000,1322.8524000000,550.5127000000,4825.5469500000,1265.0202142857,593.4211226190,0.0000000000,0.0000000000,613.2838797619,8597.9132097884,7916.4866767196,0.0000000000,62.7711797619
2025-04-28,38,06:30:00,6:20-6:30,6:30-6:40,0.8759000000,4689.2200000000,1722.4500000000,494.4616666667,4873.7630000000,1599.9803571429,545.6304404762,0.0000000000,0.0000000000,566.9109761905,7916.4866767196,7286.5855920635,0.0000000000,72.4493095238
2025-04-28,39,06:40:00,6:30-6:40,6:40-6:50,0.8601000000,4630.6008000000,2113.3769000000,419.5373166667,4869.0188700000,1931.3780285714,489.6068069048,0.0000000000,0.0000000000,490.6727507143,7286.5855920635,6741.3936468254,0.0000000000,71.1354340476
2025-04-28,40,06:50:00,6:40-6:50,6:50-7:00,0.8442000000,4757.3641000000,2442.0726000000,385.8819166667,4865.3878200000,2265.0789142857,433.3848176190,0.0000000000,0.0000000000,443.8896233333,6741.3936468254,6248.1829542328,0.0000000000,58.0077066667
2025-04-28,41,07:00:00,6:50-7:00,7:0-7:10,0.8334000000,4975.7800000000,2710.3500000000,377.5716666667,4874.9240000000,2599.5589285714,379.2275119048,0.0000000000,0.0000000000,417.9425357143,6248.1829542328,5783.8023589947,0.0000000000,40.3708690476
2025-04-28,42,07:10:00,7:00-7:10,7:10-7:20,0.8092000000,4841.5747000000,2974.3584000000,311.2027166667,4833.0237000000,2915.5158857143,319.5846357143,0.0000000000,0.0000000000,347.0771326190,5783.8023589947,5398.1611005291,0.0000000000,35.8744159524
2025-04-28,43,07:20:00,7:10-7:20,7:20-7:30,0.7972000000,4819.1875000000,3297.3552000000,253.6387166667,4829.9707100000,3206.2227142857,270.6246659524,0.0000000000,0.0000000000,296.5880659524,5398.1611005291,5068.6188050265,0.0000000000,42.9493492857
2025-04-28,44,07:30:00,7:20-7:30,7:30-7:40,0.7644000000,4816.9900000000,3602.3250000000,202.4441666667,4763.8290000000,3475.9500000000,214.6465000000,0.0000000000,0.0000000000,255.1694523810,5068.6188050265,4785.0971912698,0.0000000000,52.7252857143
2025-04-28,45,07:40:00,7:30-7:40,7:40-7:50,0.6899000000,4441.7959000000,3765.5773000000,112.7031000000,4581.8781400000,3749.1930571429,138.7808471429,0.0000000000,0.0000000000,174.8582761905,4785.0971912698,4590.8102177249,0.0000000000,62.1551761905
2025-04-28,46,07:50:00,7:40-7:50,7:50-8:00,0.8600000000,5149.7930000000,4027.2734000000,187.0866000000,5285.2770000000,4094.2397857143,198.5062023810,0.0000000000,0.0000000000,223.7025876190,4590.8102177249,4342.2517870370,0.0000000000,36.6159876190
2025-04-28,47,08:00:00,7:50-8:00,8:00-8:10,1.1617000000,6521.3500000000,4369.6875000000,358.6104166667,6504.6650000000,4439.9357142857,344.1215476190,0.0000000000,0.0000000000,375.5910714286,4342.2517870370,3924.9283743386,0.0000000000,16.9806547619
2025-04-28,48,08:10:00,8:00-8:10,8:10-8:20,1.1683000000,6586.3415000000,4521.4024000000,344.1565166667,6754.3728400000,4654.7041142857,349.9447876190,0.0000000000,0.0000000000,392.8961776190,3924.9283743386,3488.3770658730,0.0000000000,48.7396609524
2025-04-28,49,08:20:00,8:10-8:20,8:20-8:30,1.0956000000,6495.3320000000,4595.0911000000,316.7068166667,6603.2438100000,4952.9195571429,275.0540421429,0.0000000000,0.0000000000,331.8848719048,3488.3770658730,3119.6160970899,0.0000000000,15.1780552381
2025-04-28,50,08:30:00,8:20-8:30,8:30-8:40,1.0849000000,6733.0600000000,4740.3375000000,332.1204166667,6550.7470000000,5328.0160714286,203.7884880952,0.0000000000,0.0000000000,234.6635476190,3119.6160970899,2858.8788219577,97.4568690476,0.0000000000
2025-04-28,51,08:40:00,8:30-8:40,8:40-8:50,1.0610000000,6601.6691000000,4995.0132000000,267.7759833333,6518.4428900000,5564.9904142857,158.9087459524,0.0000000000,0.0000000000,210.6804388095,2858.8788219577,2624.7894455026,57.0955445238,0.0000000000
2025-04-28,52,08:50:00,8:40-8:50,8:50-9:00,1.0430000000,6531.5567000000,5207.6002000000,220.6594166667,6517.7065100000,5841.7586714286,112.6579730952,0.0000000000,0.0000000000,196.4492752381,2624.7894455026,2406.5124730159,24.2101414286,0.0000000000
2025-04-28,53,09:00:00,8:50-9:00,9:00-9:10,1.0360000000,6602.5500000000,5307.6000000000,215.8250000000,6532.1640000000,6218.2553571429,52.3181071429,0.0000000000,0.0000000000,79.2903571429,2406.5124730159,2318.4120761905,136.5346428571,0.0000000000
2025-04-28,54,09:10:00,9:00-9:10,9:10-9:20,1.0147000000,6430.6187000000,5360.4748000000,178.3573166667,6514.3183300000,6563.1515857143,-8.1388759524,0.0000000000,0.0000000000,22.5268278571,2318.4120761905,2293.3822674603,155.8304888095,0.0000000000
2025-04-28,55,09:20:00,9:10-9:20,9:20-9:30,0.9922000000,6351.9272000000,5462.0090000000,148.3197000000,6516.8861900000,6858.3326142857,-56.9077373810,0.0000000000,0.0000000000,3.3429611905,2293.3822674603,2289.6678661376,144.9767388095,0.0000000000
2025-04-28,56,09:30:00,9:20-9:30,9:30-9:40,0.9700000000,6443.7500000000,5649.9375000000,132.3020833333,6560.9350000000,7112.6464285714,-91.9519047619,0.0000000000,47.5111428571,0.0000000000,2289.6678661376,2332.4278947090,179.8132261905,0.0000000000
2025-04-28,57,09:40:00,9:30-9:40,9:40-9:50,0.9422000000,6433.0514000000,5912.6870000000,86.7274000000,6601.9428000000,7329.7474714286,-121.3007785714,0.0000000000,48.3176730952,0.0000000000,2332.4278947090,2375.9138004947,135.0450730952,0.0000000000
2025-04-28,58,09:50:00,9:40-9:50,9:50-10:00,0.9569000000,6420.6703000000,6290.4941000000,21.6960333333,6568.0619800000,7508.7776428571,-156.7859438095,0.0000000000,70.6917669048,0.0000000000,2375.9138004947,2439.5363907090,92.3878002381,0.0000000000
2025-04-28,59,10:00:00,9:50-10:00,10:00-10:10,0.9977000000,6397.4200000000,6658.3125000000,-43.4820833333,6511.4820000000,7676.1267857143,-194.1074642857,0.0000000000,131.2807976190,0.0000000000,2439.5363907090,2557.6891085661,87.7987142857,0.0000000000
2025-04-28,60,10:10:00,10:00-10:10,10:10-10:20,0.9919000000,6242.1773000000,6804.0057000000,-93.6380666667,6550.3785000000,7869.3435000000,-219.8275000000,0.0000000000,117.7262728571,0.0000000000,2557.6891085661,2663.6427541376,24.0882061905,0.0000000000
2025-04-28,61,10:20:00,10:10-10:20,10:20-10:30,0.9588000000,6207.7230000000,6873.6094000000,-110.9810666667,6552.9843200000,8057.2002571429,-250.7026561905,0.0000000000,178.8496740476,0.0000000000,2663.6427541376,2824.6074607804,67.8686073810,0.0000000000
2025-04-28,62,10:30:00,10:20-10:30,10:30-10:40,0.9549000000,6371.1300000000,6894.6750000000,-87.2575000000,6484.3910000000,8189.3357142857,-284.1574523810,0.0000000000,219.6240595238,0.0000000000,2824.6074607804,3022.2691143519,132.3665595238,0.0000000000
2025-04-28,63,10:40:00,10:30-10:40,10:40-10:50,0.9839000000,6524.0560000000,6779.2557000000,-42.5332833333,6436.1506100000,8254.8852857143,-303.1224459524,0.0000000000,248.4159264286,0.0000000000,3022.2691143519,3245.8434481376,205.8826430952,0.0000000000
2025-04-28,64,10:50:00,10:40-10:50,10:50-11:00,0.7990000000,6423.0275000000,6802.1183000000,-63.1818000000,6368.0004900000,8397.7782428571,-338.2962921429,0.0000000000,278.0133007143,0.0000000000,3245.8434481376,3496.0554187804,214.8315007143,0.0000000000
2025-04-28,65,11:00:00,10:50-11:00,11:00-11:10,0.5025000000,6288.1900000000,6983.6625000000,-115.9120833333,6328.8500000000,8579.8178571429,-375.1613095238,0.0000000000,358.5955119048,0.0000000000,3496.0554187804,3818.7913794947,242.6834285714,0.0000000000
2025-04-28,66,11:10:00,11:00-11:10,11:10-11:20,0.4662000000,6559.9294000000,7066.8439000000,-84.4857500000,6414.3334800000,8613.8780428571,-366.5907604762,0.0000000000,326.4686042857,0.0000000000,3818.7913794947,4112.6131233519,241.9828542857,0.0000000000
2025-04-28,67,11:20:00,11:10-11:20,11:20-11:30,0.5007000000,6710.0323000000,7073.8507000000,-60.6364000000,6422.7218800000,8596.8271571429,-362.3508795238,0.0000000000,319.7649983333,0.0000000000,4112.6131233519,4400.4016218518,259.1285983333,0.0000000000
2025-04-28,68,11:30:00,11:20-11:30,11:30-11:40,0.4827000000,6602.5100000000,7091.3625000000,-81.4754166667,6333.8400000000,8615.7535714286,-380.3189285714,0.0000000000,316.7056190476,0.0000000000,4400.4016218518,4685.4366789947,235.2302023810,0.0000000000
2025-04-28,69,11:40:00,11:30-11:40,11:40-11:50,0.4785000000,6568.0798000000,7147.9023000000,-96.6370833333,6302.7857600000,8669.9684142857,-394.5304423810,0.0000000000,316.2923147619,0.0000000000,4685.4366789947,4970.0997622804,219.6552314286,0.0000000000
2025-04-28,70,11:50:00,11:40-11:50,11:50-12:00,0.4662000000,6277.2413000000,7092.3109000000,-135.8449333333,6169.7574900000,8739.5159571429,-428.2930778571,0.0000000000,355.1240923810,0.0000000000,4970.0997622804,5289.7114454233,219.2791590476,0.0000000000
2025-04-28,71,12:00:00,11:50-12:00,12:00-12:10,0.4432000000,5935.7600000000,7101.9375000000,-194.3629166667,5989.8880000000,8778.2839285714,-464.7326547619,437.2260238095,833.3333333333,0.0000000000,5289.7114454233,6039.7114454233,201.7443928571,0.0000000000
2025-04-28,72,12:10:00,12:00-12:10,12:10-12:20,0.4411000000,6118.4580000000,7488.8970000000,-228.4065000000,5993.9997300000,8748.5645428571,-459.0941354762,445.4694450000,833.3333333333,0.0000000000,6039.7114454233,6789.7114454233,159.4573883333,0.0000000000
2025-04-28,73,12:20:00,12:10-12:20,12:20-12:30,0.4551000000,6088.2562000000,7646.6324000000,-259.7293666667,5944.2881900000,8732.9793428571,-464.7818588095,280.2917306261,672.4582603880,0.0000000000,6789.7114454233,7394.9238797725,132.4371630952,0.0000000000
2025-04-28,74,12:30:00,12:20-12:30,12:30-12:40,0.4463000000,5711.1600000000,7544.2875000000,-305.5212500000,5813.7800000000,8792.0250000000,-496.3741666667,404.7681071429,833.3333333333,0.0000000000,7394.9238797725,8144.9238797725,123.0439761905,0.0000000000
2025-04-28,75,12:40:00,12:30-12:40,12:40-12:50,0.4113000000,5653.4779000000,7746.7746000000,-348.8827833333,5852.2170800000,8886.6228142857,-505.7342890476,388.1850319048,833.3333333333,0.0000000000,8144.9238797725,8894.9238797725,96.2655180952,0.0000000000
2025-04-28,76,12:50:00,12:40-12:50,12:50-13:00,0.5682000000,6014.0729000000,7975.3902000000,-326.8862166667,6084.6903900000,8802.2367142857,-452.9243873810,0.0000000000,379.7818383333,0.0000000000,8894.9238797725,9236.7275342725,52.8956216667,0.0000000000
2025-04-28,77,13:00:00,12:50-13:00,13:00-13:10,0.8279000000,6436.4000000000,7986.2625000000,-258.3104166667,6327.9520000000,8577.6321428571,-374.9466904762,0.0000000000,287.6004404762,0.0000000000,9236.7275342725,9495.5679307011,29.2900238095,0.0000000000
2025-04-28,78,13:10:00,13:00-13:10,13:10-13:20,0.8636000000,6457.9073000000,7804.5505000000,-224.4405333333,6348.0166900000,8452.2944000000,-350.7129516667,0.0000000000,264.9520071429,0.0000000000,9495.5679307011,9734.0247371296,40.5114738095,0.0000000000
2025-04-28,79,13:20:00,13:10-13:20,13:20-13:30,0.8416000000,6389.8479000000,7514.9782000000,-187.5217166667,6295.6936900000,8291.6171571429,-332.6539111905,0.0000000000,253.9352861905,0.0000000000,9734.0247371296,9962.5664947011,66.4135695238,0.0000000000
2025-04-28,80,13:30:00,13:20-13:30,13:30-13:40,0.8618000000,6397.0400000000,7259.0625000000,-143.6704166667,6273.9970000000,8077.7678571429,-300.6284761905,0.0000000000,230.8657023810,0.0000000000,9962.5664947011,10170.3456268439,87.1952857143,0.0000000000
2025-04-28,81,13:40:00,13:30-13:40,13:40-13:50,0.8623000000,6345.6588000000,7122.1907000000,-129.4219833333,6248.3409600000,7942.6877428571,-282.3911304762,0.0000000000,220.7386059524,0.0000000000,10170.3456268439,10369.0103722011,91.3166226190,0.0000000000
2025-04-28,82,13:50:00,13:40-13:50,13:50-14:00,0.9026000000,6277.0812000000,6809.6194000000,-88.7563666667,6216.6068000000,7770.1202571429,-258.9189095238,0.0000000000,186.4566521429,0.0000000000,10369.0103722011,10536.8213591296,97.7002854762,0.0000000000
2025-04-28,83,14:00:00,13:50-14:00,14:00-14:10,0.9754000000,6209.7700000000,6458.6250000000,-41.4758333333,6194.6490000000,7537.0821428571,-223.7388571429,0.0000000000,135.3824761905,0.0000000000,10536.8213591296,10658.6655877011,93.9066428571,0.0000000000
2025-04-28,84,14:10:00,14:00-14:10,14:10-14:20,1.0002000000,6144.9291000000,6481.3950000000,-56.0776500000,6203.6752600000,7330.8917714286,-187.8694185714,0.0000000000,84.1579926190,0.0000000000,10658.6655877011,10734.4077810582,28.0803426190,0.0000000000
2025-04-28,85,14:20:00,14:10-14:20,14:20-14:30,0.9978000000,6278.6715000000,6315.0535000000,-6.0636666667,6250.1804700000,7058.6503428571,-134.7449788095,0.0000000000,43.8895423810,0.0000000000,10734.4077810582,10773.9083692011,37.8258757143,0.0000000000
2025-04-28,86,14:30:00,14:20-14:30,14:30-14:40,1.0271000000,6447.1300000000,5953.9500000000,82.1966666667,6266.3600000000,6791.1857142857,-87.4709523810,0.0000000000,0.0000000000,2.0462023810,10773.9083692011,10771.6348110000,80.1504642857,0.0000000000
2025-04-28,87,14:40:00,14:30-14:40,14:40-14:50,1.0906000000,6273.1099000000,5945.8718000000,54.5396833333,6173.6220800000,6708.6967000000,-89.1791033333,0.0000000000,12.5656100000,0.0000000000,10771.6348110000,10782.9438600000,67.1052933333,0.0000000000
2025-04-28,88,14:50:00,14:40-14:50,14:50-15:00,0.9376000000,6145.5635000000,5851.7890000000,48.9624166667,6125.9673200000,6595.8162714286,-78.3081585714,0.0000000000,18.9512666667,0.0000000000,10782.9438600000,10800.0000000000,67.9136833333,0.0000000000
2025-04-28,89,15:00:00,14:50-15:00,15:00-15:10,0.6694000000,6229.2100000000,5581.9875000000,107.8704166667,6191.1460000000,6340.8321428571,-24.9476904762,10.6411190476,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,97.2292976190,0.0000000000
2025-04-28,90,15:10:00,15:00-15:10,15:10-15:20,0.6600000000,6294.5197000000,5490.0749000000,134.0741333333,6275.0536200000,6038.2366714286,39.4694914286,111.5040450000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,22.5700883333,0.0000000000
2025-04-28,91,15:20:00,15:10-15:20,15:20-15:30,0.7217000000,6224.5745000000,5300.6713000000,153.9838666667,6227.4081200000,5781.8692285714,74.2564819048,149.9465414286,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,4.0373252381,0.0000000000
2025-04-28,92,15:30:00,15:20-15:30,15:30-15:40,0.7308000000,6129.3500000000,4967.3625000000,193.6645833333,6125.3890000000,5525.8767857143,99.9187023810,167.9631904762,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,25.7013928571,0.0000000000
2025-04-28,93,15:40:00,15:30-15:40,15:40-15:50,0.7534000000,6192.6828000000,4717.7727000000,245.8183500000,6180.8597600000,5156.4294857143,170.7383790476,214.8025538095,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,31.0157961905,0.0000000000
2025-04-28,94,15:50:00,15:40-15:50,15:50-16:00,0.7823000000,6136.6968000000,4322.6638000000,302.3388333333,6195.8042100000,4827.6900428571,228.0190278571,260.0536700000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,42.2851633333,0.0000000000
2025-04-28,95,16:00:00,15:50-16:00,16:00-16:10,0.8055000000,6005.7800000000,3853.3500000000,358.7383333333,6117.9840000000,4552.7517857143,260.8720357143,268.7883452381,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,89.9499880952,0.0000000000
2025-04-28,96,16:10:00,16:00-16:10,16:10-16:20,0.8271000000,6109.6068000000,3660.5916000000,408.1692000000,6096.8244600000,4191.8186285714,317.5009719048,324.8418964286,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,83.3273035714,0.0000000000
2025-04-28,97,16:20:00,16:10-16:20,16:20-16:30,0.8519000000,6083.5183000000,3544.0805000000,423.2396333333,6089.2541300000,3827.9726571429,376.8802454762,389.5453885714,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,33.6942447619,0.0000000000
2025-04-28,98,16:30:00,16:20-16:30,16:30-16:40,0.8791000000,5931.3500000000,3331.4625000000,433.3145833333,6101.0710000000,3514.3017857143,431.1282023810,459.1272619048,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,25.8126785714
2025-04-28,99,16:40:00,16:30-16:40,16:40-16:50,0.9024000000,6040.1104000000,3037.9235000000,500.3644833333,6179.6359300000,3215.8637714286,493.9620264286,533.4433204762,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,33.0788371429
2025-04-28,100,16:50:00,16:40-16:50,16:50-17:00,0.9163000000,6171.2843000000,2743.5909000000,571.2822333333,6151.8009100000,2899.2699142857,542.0884992857,561.7161988095,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,9.5660345238,0.0000000000
2025-04-28,101,17:00:00,16:50-17:00,17:00-17:10,0.9264000000,6138.5000000000,2453.9250000000,614.0958333333,6066.7580000000,2569.0928571429,582.9441904762,601.1678452381,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,12.9279880952,0.0000000000
2025-04-28,102,17:10:00,17:00-17:10,17:10-17:20,0.9462000000,6001.2150000000,2118.1208000000,647.1823666667,6131.0060900000,2252.4799857143,646.4210173810,672.4271638095,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,25.2447971429
2025-04-28,103,17:20:00,17:10-17:20,17:20-17:30,0.9742000000,5940.4616000000,1811.8388000000,688.1038000000,6087.4761600000,1922.7871857143,694.1148290476,718.0393414286,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,29.9355414286
2025-04-28,104,17:30:00,17:20-17:30,17:30-17:40,0.9862000000,6078.3300000000,1538.8125000000,756.5862500000,6048.2730000000,1592.5714285714,742.6169285714,741.7090476190,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,14.8772023810,0.0000000000
2025-04-28,105,17:40:00,17:30-17:40,17:40-17:50,0.9760000000,6245.6130000000,1234.6588000000,835.1590333333,6238.7620200000,1304.8482285714,822.3189652381,826.3336021429,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,8.8254311905,0.0000000000
2025-04-28,106,17:50:00,17:40-17:50,17:50-18:00,1.0742000000,5523.4461000000,975.7960000000,757.9416833333,5472.7505600000,1015.0246142857,742.9543242857,740.8629559524,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,17.0787273810,0.0000000000
2025-04-28,107,18:00:00,17:50-18:00,18:00-18:10,1.2313000000,4344.7700000000,765.2625000000,596.5845833333,4205.7020000000,718.8535714286,581.1414047619,587.7599761905,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,8.8246071429,0.0000000000
2025-04-28,108,18:10:00,18:00-18:10,18:10-18:20,1.2561000000,4154.2243000000,521.8181000000,605.4010333333,4179.0639400000,457.6708142857,620.2321876190,636.3944400000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,30.9934066667
2025-04-28,109,18:20:00,18:10-18:20,18:20-18:30,1.2447000000,4318.1885000000,267.0767000000,675.1853000000,4334.8005100000,207.8698285714,687.8217802381,694.6230302381,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,19.4377302381
2025-04-28,110,18:30:00,18:20-18:30,18:30-18:40,1.2545000000,4303.6300000000,73.6125000000,705.0029166667,4172.0200000000,21.0535714286,691.8277380952,720.5626071429,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,15.5596904762
2025-04-28,111,18:40:00,18:30-18:40,18:40-18:50,1.2522000000,4231.2597000000,5.5450000000,704.2857833333,4263.8384700000,0.2335714286,710.6008164286,731.8837219048,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,0.0000000000,27.5979385714
2025-04-28,112,18:50:00,18:40-18:50,18:50-19:00,1.2881000000,4277.8957000000,0.0000000000,712.9826166667,4375.5867500000,4.4322285714,728.5257535714,161.1523626190,0.0000000000,596.0742169048,10800.0000000000,10137.6953145503,0.0000000000,44.2439628571
2025-04-28,113,19:00:00,18:50-19:00,19:00-19:10,1.3466000000,4385.3500000000,0.0000000000,730.8916666667,4333.1010000000,0.0000000000,722.1835000000,0.0000000000,0.0000000000,741.2126666667,10137.6953145503,9314.1256849206,0.0000000000,10.3210000000
2025-04-28,114,19:10:00,19:00-19:10,19:10-19:20,1.3523000000,4322.9231000000,0.2024000000,720.4534500000,4238.6360400000,0.0000000000,706.4393400000,0.0000000000,0.0000000000,720.1454150000,9314.1256849206,8513.9641126984,0.3080350000,0.0000000000
